Folder,Folder Title,Identifier ,City/Town ,Survey Title,Document Form / Genre,Date,Date Statement,Date Year,Surveyor,Publisher,Property Owner,Neighbors,Scale,Latitude,Longitude,Streets,Notes,Background Notes,Related Registry Documents,No. of Sheets,Panels / Pieces,Sides,Dimensions (in.),Material Type,Condition Notes,Extent,,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-010,"Mattapan, MA","Plan of Lot No. 7 on Rexford Street Dorchester, Mass. Property of Joseph Lanata",Survey,1924-09-29,9/29/1924,1924,Robert B. Bellamy,,Joseph Lanata,Landers; Carlson; Thomas F. Long,1 in = 20 ft,42.270037,-71.095170,Rexford; Blue Hill Avenue and Oakland (now Cummins Highway) in Mattapan.,"Plat with lots No. 7, 28, 30, 32, corner of piazza.",Located in Mattapan despite title block. See other plans referencing Rexford Street (formerly Rockville Street). 1934 Dorchester Bromley Atlas shows Lanata property at ?40 Rexford; neighbor Long at 30 Rexford.,,1,,1, 24 x 19,Blueprint,,"1 sheet, blueprint, approx. 24 x 19 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-011,"Mattapan, MA",Plan of Lot on Fessenden St. Mattapan - Boston Mass.  Made for land court registration.,Survey,1925-06-22,6/22/1925,1925,Robert B. Bellamy,,,Hyman Cohen,1 in = 40 ft,42.278589,-71.092009,Fessenden between Blue Hill Ave. and Norfolk St.,"Subdivision showing lots A, 3 thru 8, 27. Emphasis on Lot No. 8 with notation for face of picket fence.","May refer to 30 Fessenden Street.  Per 1933 Bromley, Hyman Cohen lived at 34 Fessenden. Drawing refers to Suffolk Registry Bk/Pg 1938/340 and Bk/Pg 2771/538. Plan Book 1732/261 refers to a July 1886 plan by William Bradford for subdividing the  H.F.C. Holbrook Estate in Dorchester, which extended from Norfolk St. to Blue Hill Avenue and Evelyn St.","Suffolk Unindexed Plan Bk/Pg: 1938/340, Unindexed Deed Bk/Pg: 2771/538",1,,1, 24 x 19,Blueprint,,"1 sheet, blueprint, approx. 24 x 19 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-012,"Mattapan, MA","Plan of Lots No 63 and 64 On Plan Recorded in Suffolk Registry Book 1078 Page 270, Dated 31 Oct 1871",Survey,1928-10-25,10/25/1928,1928,Robert B. Bellamy,,Mary I. Drown and Anna & Thomas Davie,,1 in = 10 ft,42.278448,-71.095997,Fottler Street; Mattapan and Walk Hill Streets,Plan showing 4 lots 61-64.  Notation board fence alongside rear of the 3 lots. ,Street was renamed from Tileston to Fottler sometime between 1914 and 1918 and renumbered between 1918 and 1933 Bromley Atlas editions. See Suffolk Plan Book 1078/720 for the 1871 layout referenced in the title.,Suffolk Unindexed Plan Bk/Pg: 1078/270,1,,1, 23.5 x 17,Blueprint,Torn and frayed edges. Taped.,"1 sheet, blueprint ; 23 1/2 x 17 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-013,"Mattapan, MA","Plan of Lots in Dorchester, Mass. ",Survey,1949-05-03,5/3/1949,1949,Robert B. Bellamy,,Miss. McGuire,,1 in = 16 ft,42.270802,-71.077999,Riverdale Road at Bradford Street.,Plan Shows outline for location of house. ,"Located in Mattapan despite title block. Street intersection does not match current configuration buts hows Bradford off Riverdale, probably is near present-day Nazarene Church.  Owner inferred from note on verso. See Mattapan-001.",,1,,1,18 x 18,Blueprint,,"1 sheet, blueprint, approx. 18 x 18 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Medford-001,"Medford, MA","Plan of Lot on West St. Medford, Mass. formerly laid out on old plan as a street, showing location from stone monuments on West St. made for Land Court purposes for Mabel C Rich, Gregory W. Grover, Attorney.",Survey,1924-03-01,3/1/1924,1924,Robert B. Bellamy,,Mabel C. Rich,,1 in= 100 ft,42.417717,-71.121307,West Street at Winthrop Street.,"Note says Made for Land Court Purposes for Mabel C. Rich, Gregory W. Grover, Atty.",A plan by Bellamy dated 12/15/23 was filed in 1923. 1898 Medford Stadly Atlas shows that Mabel Rich owned various lots along West Street along either side of [now defunct] Meridian Street.,Southern Middlesex Bk/Pg: 115/57,1,,1,24.5 x 18.5,Blueprint,,"1 sheet, blueprint; 24 1/2 x 18 1/2 in",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Medford-002,"Medford, MA",City of Medford Engineering Department Plan of Land to be Taken for Sewer Purposes,Survey,1925-09-21,9/21/1925,1925,"Fred R. Charnock, City Engineer",,Luther W. Puffer et. al Trustees; Wm B. Lawrence; Albert B. Tenney; Fred A. Whitman et.al; Mary Letson,,1 in = 40 ft,42.423463,-71.120392,Winthrop St.; High St.; Suffolk St. ; Wyman,"Layout showing multiple porches, building footprints, apparent easement.",Map may have been acquired for other surveys that Bellamy was doing. Verso side containing sales advertisement for a housing development,,1,,1,30 x 21,Blueprint,Backed. Faded.,"1 sheet 30 x 21 in blueprint, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Medford-003,"Medford, MA",Plan of Lots in Medford Mass,Survey,1927-06-28,6/28/1927,1927,Robert B. Bellamy,,[William E. Hutchins Trust],,1 in = 10 ft,42.421535,-71.121893,High Street; High Street Place (Route 60).,"Survey of 5 lots, separated by a right of way off of High St. Place.","High St. Place may also have been High St. Court, now part of Whitman Road. See 1898 Middlesex Stadly Atlas",Southern Middlesex LC Plan Case #5294,1,,1,22 x 20,Blueprint,,"1 sheet, blueprint, 22 x 20, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Medford-004-A,"Medford, MA",[Plan of Lots in Medford Mass],Survey,1927,Not Dated,[1927],[Robert B. Bellamy],,,,1 in = 10 ft,42.421521,-71.121825,High Street; High Street Place.,"Preliminary urvey of 5 lots with house and dimension notations. Verso is a map of Newton, MA.","Probably preliminary for 1927 survey by Bellamy (Medford-003). High St. Place also known as High St. Court, now part of Whitman Road.  Registry contains 1928 survey by A.C. Peters (Plan 5294B, Crt of Title 5897) which shows 8 Lots at High Street Place with land belonging to William E. Hutchins Tr.  Other abutter is Puffer, which matches up with lots shown on 1898 Middlesex Stadly Atlas.",Southern Middlesex LC Plan Case #5294,1,,2,26 x 36,Kraft paper,Conserved 2014. ,"1 sheet, 26 x 36 in., kraft paper",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Medford-004-B,"Newton, MA",Index Map City of Newton,Map,,,,,,,,1 in = 1200 ft,42.336976,-71.209647,,,Layout resembles various maps produced by Bromley in the Leventhal online collection.  Is not colored and has no information other than town borders and street names and stamp of plan title. Verso used for Medford survey.,,1,,2,26 x 36,Kraft paper,Conserved 2014. ,"1 sheet, 26 x 36 in., kraft paper",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Medford-005-A,"Medford, MA","Cherry Street, Medford. L.C. Plan 1305 for James B. Keene, Mr. Nickerson",Survey,1928-03-28,3/28/1928,1928,[Robert B. Bellamy],,"James. B. Keene, Mr. Nickerson",,1 in = 20 ft,42.422876,-71.09457,Cherry Street,Sketch showing houses on two lots.,Deed also shows smaller plan (40 ft?) that may be the same location.  Registry plan for Court case #1305 shows two-lot plan (Lots A and B) with separating way of access file in Land Registration office 5/26/1928.  Referenced in Deed Bk/Pg 01107/177,Southern Middlesex Plan LC case #1305 (LC Bk/Pg: 179/269),1,,2,21 x 16,Manila paper,"Frayed edges,","1 sheet, 21 x 16, manilla",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Medford-005-B,"Mattapan, MA",[Untitled] - Lots at Rexford Street,Survey,,Not Dated,,,,,,,42.270037,-71.095170,,Sketch showing various lots.,See Mattapan-010.,,1,,2,21 x 16,Manila paper,"Frayed edges,","1 sheet, 21 x 16, manilla",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Medford-006,"Malden, MA","[Lots in Linden Highlands, Malden / Plan of Land in Medford, MA]",Survey,,,,,,L.D. Griswold Land Company,,1 in = 10 ft,42.440242,-71.030475,,"Multiple Sketches. One shows footprint of house No. 1, reference to Medford Engineer's map. Others may be in Canton.","See other drawings for Linden Highlands. Inset for Medford plan says ""C.D. Waterhouse, Agent"". See Medford Survey which references Raynot (Ranger?)",,1,,1,43 x 25,Kraft paper.,Multiple torn pieces. Fragile.,"1 sheet, 43 x 25",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Melrose-001,"Melrose, MA","Plan of Golden Hills - Section No. 1A. Melrose, Mass. Property of L.D. Griswold Land Co. ",Survey,1928-01-10,1/10/1928,1928,Robert B. Bellamy,,L.D. Griswold Land Company,,1 in = 50 ft,42.474756,-71.052732,Griswold Road and Corner Street,Subdivision plan with 9 lots,"See plans related to the ""Golden Hills"" development.  Southern Middlesex registry contains plans related to this development.",,1,,1,17 x 6,Sepia on vellum,,"1 sheet, approx. 17 x 6 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Melrose-002,"Melrose, MA","Plan of Land in Melrose [Copy of part of plan filed in Land Registration Office June 5, 1922]",Survey,1922-06-05,6/5/1922,1922,Robert B. Bellamy; C.B. Humphrey [original];,,L.D. Griswold Land Company,"M. Irving; W. Norton; William F. Hopkins; Loomis D. Griswold, Jr; James F. Ryan; Richard Corrigan; William C. Cushman; Darwin H. Turner; Daniel A. Sullivan; Ray M. Whitten; Samuel A. Huntington; Carlo Sartori",1 in = 40 ft,42.474781,-71.052578,Griswold Road; Ledge Street; West Street at Melrose/Wakefield town line,"Subdivision plan showing 75 lots subdivided into Sections A, B, C. Punch-hole marks. Notation: Sheet 857.","See Saugus-007 and other plans related to the ""Golden Hills"" development.  Southern Middlesex registry contains plans related to this development.",,1,,1,9 x 14,Blueprint,Backed. Sections missing.,"1 sheet, blueprint, approx. 9 x 14 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Melrose-003,"Melrose, MA",Sub Plan No. 6. Golden Hills [8400B Sheet 11],Survey,,Not Dated,,,,"L.D. Griswold Land Company.; Suburban Land Company., Inc ",,,42.478259,-71.052748,Golden Hills Road; between Maple and Oak; Spring Pond,Shows plan for 161 lots.,"See Saugus-007 and other plans related to the ""Golden Hills"" development.  Southern Middlesex registry contains plans related to this development.","Southern Essex LC Plan 8400 B, Sheet 2",1,,1,9 x 14,Blueprint,,"1 sheet, blueprint, approx. 9 x 14 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Melrose-004,"Melrose, MA; Saugus, MA",Plan of Land in Melrose & Saugus Belonging to L. D. Griswold Land Co.,Survey,1917-01-01,1/1/1917,1917,Walter C. Stevens,,L.D. Griswold Land Company, George A. Metcalf; V. Bonzagini; Emma J. Penney; Cochrane; Suburban Land Co.; Bertha L. Hogg; Lena C. Wells; B.S. Hone Textile; Louis E. Watt; Helen Mitchell; Emma J. and Carrie H. Howard; Sullivan; Philpot; Thomas Hawley,1 in = 200 ft,42.471564,-71.049918,Near Windsor St.,"Shows multiple lots and a wire line crossing open land and Griswold pond; straddles Melrose / Saugus border. Notation on one lot says ""Cochrane now Griswold.""",Stevens did other surveys for this area.,Southern Essex; Southern Middlesex,1,,1,36 x 24,Sepia on vellum,Conserved 2014. ,"1 sheet, 36 x 24 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Melrose-005,"Melrose, MA","[Untitled map of land in Melrose, Mass.]",Survey,,Not Dated,,[Robert B. Bellamy],,L.D. Griswold Land Company,,1 in = 40 ft,42.474781,-71.052578,Melrose / Wakefield border,Preliminary subdivision plan with extensive measurements showing selection of lots plus inset of partial plan of selected lots.  ,See Melrose-002. Location needs to be verified. May relate to Golden Hills project.,,1,,1,42 x 27,Kraft paper,Conserved 2014. Backed.,"1 sheet, 42 x 27 in. , backed",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Melrose-006,"Melrose, MA","[Profile of Cochrane St. in Melrose, Mass.]",Survey,,Not Dated,,[Robert B. Bellamy],,,,Horiz: 1 in =  40 ft ; Vert:  1 in = 4 ft,42.470697,-71.055892,Cochrane Street; Damon Avenue; Leonard Road; Pearl Street.,Street profiles dimensions and calculations.,See Melrose-007 for continuation of profile. May have been focus of court case  (https://casetext.com/case/knowles-v-griswold),,1,,1,36 x 15,Kraft paper,Conserved. Backed. Frayed edges. Seams. Watermarked.,"1 sheet, 36 x 15 in., backed.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Melrose-007,"Melrose, MA",Profile of Cochrane St. ,Survey,,Not Dated,,[Robert B. Bellamy],,,,Horiz: 1 in =  40 ft ; Vert:  1 in = 4 ft,42.47071,-71.055894,Cochrane Street; Boardman Ave. Leonard Rd; Pearl St; Highland Avenue.,Street profiles dimensions and calculations.,Conserved. See Melrose-006 for continuation of profile. ,,1,,1,39 x 15.5,Kraft paper,Backed. Frayed edges.,"1 sheet, 39 x 15.5 in.,backed",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Merrimac-001,"Merrimac, MA","Plan of Lot in Merrimac, Mass.",Survey,1938-11-12,11/12/1938,1938,Robert B. Bellamy,,Frederick and Evelina F. Bragdon; New England Tel.,Formerly Howeson.,1 in = 8 ft,42.831910,-71.002333,Central Street; School Street,"Lot plan showing lot with footprint of garage, edge of barn.",Essex Registry docs indicates Bragdons granted land to New England Tel. which successor Verizon owns 13 Central Street at School Street.,Southern Essex Plan Book 69/56; Doc. Bk/Pg: 3167/556,1,,1,18 x 14,Blueprint,,"1 sheet, approx. 18 x 14 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-001,"Natick, MA",[Plan of Pond Woods],Survey,1869-11-01,11/1/1869,1869,Austin Bacon,,,"City of Boston, Morse, Badger",1 in = 10 rods (165 ft),42.29599696,-71.37743622,Speen Street; unnamed pond; woods,Plan of 15.5 acre lot.,"Location unclear but notations re Speen Street and Pond Woods might refer to Natick/Framingham. Austin Bacon (1813-1888) was a surveyor for Natick (and friend of Thoreau); 2 surveys attributed to him in Norfolk Registry.  A survey by Bacon was referenced in an 1871 Mass. Supreme Court Case (https://cite.case.law/mass/108/160/)  Owner names of Badger, Morse, Travis suggest the location is near Spleen and Hartford Street, per Natick Historical Society info (https://www.natickhistoricalsociety.org/henry-david-thoreau-visited-natick-in-1857)",,1,,1,14 x 8,Blueprint,,"1 sheet, blueprint, 14 x 8 in [fragment]",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-002-A,"Natick, MA","Waldo L. Hammond's Land, North Natick",Survey,,Not Dated,,,,Waldo L. Hammond,,1 in = 40 ft,42.314596,-71.361766,North Main Street,"Schematic plan with multiple lots, dimensions.",See other surveys for Waldo Hammond.,,1,,2,20 x 16,Kraft paper,Frayed edges. Drawing is torn at upper right corner.,"1 sheet, 20 x 16",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-002-B,"Canton, MA","Dr. Foley's Land, Canton",Survey,,Not Dated,,,,Dr. Foley,,1 in = 20 ft ,,,,Plan showing 3 lots. ,,,1,,2,20 x 16,Kraft paper,Frayed edges. Drawing is torn at upper right corner.,"1 sheet, 20 x 16",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-003-A,"Canton, MA","Walpole Street, Canton",Survey,,Not Dated,,,,"Lillah Clark, wife of William Clark",,1 in = 20 ft,42.154833,-71.167478,Walpole Street.,Sketch showing two lots with schedule of coordinates,,,1,,2,21 x 16,Kraft paper,Frayed edges. Torn corner.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-003-B,"Natick, MA",Plan of Howard H. Walker's Land.,Survey,,Not Dated,,,,Howard H. Walker,,1 in = 40 ft ,42.301461,-71.345872,North Main Street,Plan showing 9 lots off of North Main Street (now Route 9).,See other plans for Howard Walker.,,1,,2,21 x 16,Kraft paper,Frayed edges. Torn corner.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-004,"Natick, MA","Plan of W. L. Hammond's Land. North Natick, Mass.",Survey,1923-05-08,5/8/1923,1923,Robert B. Bellamy,,Waldo L. Hammond,Commonwealth of Massachusetts,1 in = 80 ft,42.312206,-71.355460,North Main Street,Plan of 3 lots separated by road.,"Abuts road that leads to North Main Street and land owned by Commonwealth of Mass, which may be the B&B R.R.",,1,,1,24 x 17,Blueprint,Partially taped. Frayed edges.,"1 sheet, blueprint,approx. 24 x 17 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-005,"Natick, MA","Plan of Land in North Natick, Mass; Property of Waldo L. Hammond",Survey,1924-06-02,6/2/1924,1924,Robert B. Bellamy,,Waldo L. Hammond,,1 in = 80 ft,42.312206,-71.355460,North Main Street,Plan of multiple lots.,See other surveys for Waldo Hammond.,,1,,1,38 x 18,Ink on kraft paper,Backed. Sections of edges missing.,"1 sheet, 38 x 18 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-006,"Natick, MA","Plan of Land in North Natick, Mass",Survey,1923-09-28,9/28/1923,1923,Robert B. Bellamy,,Waldo L. Hammond,Howard H. Walker; Commonwealth of Mass.,1 in = 80 ft,42.312206,-71.355460,North Main Street,"Plan showing original tract with 3 parcels assigned to Walker, 1 each to Warrant and Hodge.",See other surveys for Waldo Hammond and for Howard H. Walker.,,1,,1,46 x 18,Ink on kraft paper,Backed. Frayed edges. Missing setions.,"1 sheet, 46 x 18 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-007,"Natick, MA","Plan of W. L. Hammond's Land. North Natick, Mass.",Survey,1923-05-08,5/8/1923,1923,Robert B. Bellamy,,Waldo L. Hammond,Lake Forest Park; Felch Road,1 in = 80 ft,42.312206,-71.355460,Lake Forest Park; Felch Road,Plan of two lots separated by road.,See other surveys for Waldo Hammond.,,1,,1,25 x 17,Vellum,Frayed edges. Large tear in top right corner. ,"1 sheet, approx. 25 x 17 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-008,"Natick, MA","Plan of Land in Natick, Mass.",Survey,1926-11-29,11/29/1926,1926,Robert B. Bellamy,,[Howard J. Walker],,1 in = 40 ft,42.301461,-71.345872,Intersection of Walnut and Worcester Streets.,Plan showing 5 acre lot.,See Natick-009.,,1,,1,18.5 x 18,Blueprint,,"1 sheet, blueprint",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-009,"Natick, MA",Plan of Lots in Natick Mass. Property of Howard H. Walker.,Survey,1926-09-21,9/21/1926,1926,Robert B. Bellamy,,Howard H. Walker,,1 in = 40 ft,42.301461,-71.345872,Intersection of Walnut and Worcester Streets.,"Shows 19 numbered lots.  Note says: ""Distances and areas marked ""+/-"" likely to be changed when final survey is made.",See Natick-008 for preliminary plan.,,1,,1,18 x 17,Blueprint,,"1 sheet, blueprint, approx. 18 x 17 in.",,,,,,,,,,,,,,,,,,,
14,Massachusetts - Melrose - Natick,Severy_Natick-010,"Natick, MA",Plan of Land in Natick Mass. Property of Henrietta Walker.,Survey,1926-08-31,8/31/1926,1926,Robert B. Bellamy,,Henrietta Walker,,1 in = 40 ft,42.315743,-71.362955,Snake Brook and North Main Street (Route 27),"Plan of 7 lots, one showing house footprint.",May be lots near 347 North Main Street.,,1,,1, 14.5 x 19,Blueprint,,"1 sheet, approx. 14.5 x 19 in.",,,,,,,,,,,,,,,,,,,
