identifier,city_town,survey_title,date,auction_date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,auctioneer,surveyor_no,scale,latitude,longitude,no_sheets,panels,sides,dimensions_in,form_genre,material,condition_notes
Perkins_13_69,"Somerville, MA",Sewer in Mt. Benedict Street,1871-07-01,,,,Benedict Street,Preliminary sketch showing path of sewer line along street with adjacent property lot lines shown.,"Per Somerville Annual reports, sewer line was laid c. 1878,",,Not provided,,,347,Not provided,42.3873098,-71.07980647,1,,1,14 x 20,Survey Plan,Pencil on bond,Discoloration.
Perkins_13_70,"Somerville, MA","Plan of part of Teele Estate, Somerville",Not dated,,"Teele, estate of",,Broadway; Curtis,"Preliminary sketch showing 133,620 sf lot with dimensions. Note says ""Ink in figures.""","The Teele family owned a large farm at what is now Teele Square.  In the 1860s, the family sold part of the property to Tufts University.",,Not provided,,,34?,1 in = 50 ft,42.4031729,-71.12707089,1,,1,20 x 14,Survey Plan,Pencil on bond,Discoloration.
Perkins_13_71,"Somerville, MA",Plan of Land owned by Town of Somerville,1861-01-01,,"Somerville, Town of",,Medford Street,Preliminary Lot plan showing outline of lot. No other information provided.,Location approximate. ,,Elliot & Ames,,,351,1 in = 10 ft,42.39729533,-71.10432477,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_72,"Somerville, MA","Plan of eligible building lots in Somerville belonging to the heirs of S.C. Bradshaw to be sold at auction on Tuesday, Oct. 22, 1867 at 10 A.M. by Sam'l A. Walker, Auctioneer",1867-10-08 (Copied 1868-06-24),1867-10-22,"Bradshaw, S.C., estate",Boston & Lowell Railroad,Joy Street; Milk Row [Washington Street],Copy of auctioneer's subdivision plan showing two blocks of approximately 40 lots with dimensions and sf.  Seven lots showing building footprints and blocks are crossed by a drain from Milk Street.  Abuts railroad and Somerville Station.,Additional note states that Washington Street was formerly Milk Row.,,"Elliot, Charles Darwin (Copied by Scranton, W.C.)",,,373,1 in = 50 ft,42.38057992,-71.08854056,1,,1,20 x 14,Auctioneer Plan,Ink on bond,Discoloration.
Perkins_13_73,"Somerville, MA","Plan showing alteration in the lines of lots Nos. 60, 61, 62 & 63 shown on a ""Plan of lots in Somerville surveyed for John O'Briend & C. May 8 1872""",1872-05-08 (Copied 1873-11-07),,"O'Brien, John",,Springfield Street,Subdivision plan showing lots #60 thru 63 with dimensions and sf.,,,"Elliot, Charles Darwin",,,675,1 in = 20 ft,42.3742123,-71.10051748,1,,1,17 x 12,Survey Plan,Ink on vellum,Discoloration. Edge damage.
Perkins_13_74,"Somerville, MA",Land in Somerville belonging to Edson & Wheeler,1871-05-29,,Edson & Wheeler,,Lowell Street; Summer Street,"Lot plan showing one 156,551 sf lot with dimensions and various location markers.  Lot outlined in red. Note says blue dotted lines indicate outline of Spring estate.",Edson & Wheeler were merchants with a building at Somerville Avenue and Spring Street.,,"Elliot, Charles Darwin; Mason, W.A. & Co.",,,677,1 in = 50 ft,42.38807099,-71.10969358,1,,1,18.5 x 13,Survey Plan,Ink on bond with linen backing,Discoloration. Edge damage.
Perkins_13_75,"Somerville, MA",Land in Somerville belonging to A. L. Sanborn,1875-11-15,,"Sanborn, Albert L.","Orjales, Hannah; Somerville Police Station; Terry, Patrick",Somerville Avenue,"Plan showing 4 numbered lots with dimensions and sf. 3 lots show building outlines. Some text and boundary lines and hatching done in red pencil. Contains penciled notes, table of figures, and references to other sources; one note indicates corrected plan done in 1877, also refers to plans done in 1906.","Per Somerville Directories and urban atlases, Albert Sanborn ran a livery and stabling service at this block.",,"Elliot, Charles Darwin",,,883,1 in = 20 ft,42.38086644,-71.09832276,1,,1,20 x 13.5,Survey Plan,Ink and pencil on bond,Discoloration. Edge damage. Torn edge.
Perkins_13_76,"Somerville, MA",Land in Somerville surveyed for W.A. Whitney,1875-06-13,,"Whitney, William A.",Fitchburg Railroad,Beacon Street; Somerville Avenue,Subdivision plan showing 7 numbered lots with dimensions and sf and abutting railroad tracks. Includes pencilled notations.,"Whitney was a druggist and real estate developer known for building Italianate houses and developed houses on this block for commuters, on land purchased from the adjacent railroad.",,"Elliot, Charles Darwin",,,884,1 in = 20 ft,42.38651708,-71.11592196,1,,1,20 x 14,Survey Plan,Ink and pencil on bond,Discoloration. Edge damage.
Perkins_13_77,"Somerville, MA",Sketch of Land in Somerville showing proposed change of line between Clark Bennett & Chauncey Holt.,1875-12-10,,"Bennett, Clark; Berrill, Patrick; Holt, Chauncey",,257 Broadway; Chauncey Street [Fellsway West]; Wheatland Street,"Plan showing three lots with dimensions and sf. Red ink notations indicate ""with alterations Mar. 10 1876."" Inlcudes penciled calculation tables.",,,"Elliot, Charles Darwin",,,885,1 in = 40 ft,42.3910543,-71.09066833,1,,1,20 x 14,Survey Plan,Ink and pencil on bond,Discoloration. Edge damage.
Perkins_13_78,"Somerville, MA",Plan of Land in Somerville belonging to the Heirs of Ebenezer F. Cutter,1860-03-16 (Copied 1875-09-29),,"Cutter, Ebenezer F.","Cutter, Fitch; Tufts, Nathan, Jr.",Broadway; Lincoln Street,Subdivision plan showing 9 lots with dimensions and sf. The largest lot shows building footprint. Subtitled indicates copied from plan at So. Middlesex Registry.,,,"Runey, George L. (Copied by A.J.)",,,886,1 in = 20 ft,42.3867147,-71.08108946,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_79,"Somerville, MA",Plan of Land in Somerville belonging to Edward Cutter,1849-07-24 (Copied 1875-09-29),,"Cutter, Edward","Hollis, Charles",Cutter Street; Franklin Street; Glen Street; Lime Street [Webster Street]; Winter Street [Broadway],Subdivision plan showing two blocks comprising 51 numbered lots with dimensions and sf.  Note refers to Mrs. J.M. Kimball's 1902 surveys.,,,"Wadsworth, Alexander (Copied)",,,887,1 in = 50 ft,42.38636147,-71.08412062,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_80,"Somerville, MA","Plan of Land in Somerville belonging to the heirs of the late Edward Cutter, deceased, to be sold by Public Auction, on Thursday, June 16th, 1870 at 5 o'clock P.M. on the premises.",1870-06-06,1870-06-16,"Cutter, Edward, heirs; Edgerly; Hadley; Littlefield",,Broadway; Cross Street,Auctioneer's subdivision plan showing 6 numbered lots with dimensions and sf. 5 lots contained penciled-in names.,,,David Granger & Sons.,,N.A. Thompson & Co.,955,1 in = 50 ft,42.38859613,-71.08633076,1,,1,23 x 15.5,Auctioneer Plan,Ink on vellum,Discoloration. Edge damage. Torn edge.
Perkins_13_81,"Somerville, MA",Plan of House Lots in Somerville belonging to William Jacques.,1871-01-01,,"Jaques, William","Jaques, A.E.",Derby Street; Grant Street; Mystic Avenue; Sewell Street; Temple Street; Walnut Street [Wheatland Street],Subdivision or auctioneer's plan showing six blocks comprising 114 numbered lots with dimensions and sf. Most lot numbers are drawn in red ink. Contains notes and calculations in ink and pencil.,The Jaques family owned Ten Hills Farm and a brick and clay business.,,"Horne, L.R.",,,995,1 in = 100 ft,42.39343366,-71.08937711,1,,1,16 x 12,Survey Plan,Ink on vellum,Discoloration.
Perkins_13_82,"Somerville, MA",Plan of Allen Street,1875-01-01 (Copied 1876-01-29),,"Allen, Benjimin F.; Brooks, Stephen P.; Cassidy, Patrick; Devine, Michael; Doherty, Honora; Farrell, Patrick; French, George P.  Kerrigen, James; Mahoney, Mary; Maloy, John; McDermott, Michael; McKenna, John; McLaughlin, Owen; McVey, James P.; MecKeon, Darby; Sweeny, John; Thomsen, Frederick; Wellington & Hunnewell",Fitchburg Railroad,Allen Street; Somerville Avenue,"Street layout showing two blocks of lots with dimensions, sf, lot occupants, and survey reference points. Contains list of related plans and notebooks. One side is bordered by Miller's River.",,,"Elliot, Charles Darwin (Copied)",,,997,1 in = 40 ft,42.37864773,-71.09312877,1,,1,20.5 x 16,Survey Plan,Ink on vellum,Discoloration. Edge damage. Torn edge.
Perkins_13_83,"Somerville, MA","Plan of Levels taken Dec. 11, 1875 & May 15, 1876 showing amount of fillings done by John P. Pritchard on a lot near East of Walnut Street on South side of Broadway.",1876-06-01,,,Waltham Bank,Broadway; Walnut Street,"Plan showing grid of filling levels done on two different dates; one set is in black ink, the other in red. Contains references to notebook. Note on verso states  ""____ Well House A.W.N.""",Pritchard served as Somerville's commissioner of city streets.,,"Elliot, Charles Darwin",,,1004,1 in = 10 ft,42.39057299,-71.09074029,1,,1,20 x 14,Engineering Drawing,Ink on bond,Crease. Discoloration. 
Perkins_13_84,"Cambridge, MA",Plan of Lots in Cambridgeport owned by Henry Vandine.,1876-06-09,,"Vandine, Henry",,Seckel Street; Webster Avenue,"Subdivision plan showing 8 lots with dimensions, surveying references, and sf. Each lot shows footprint of half of a double-house with front steps and bow-front facades.  Contains references to other plans and notebooks.",,,"Elliot, Charles Darwin",,,1005,1 in = 10 ft,42.36973305,-71.09346238,1,,1,14 x 20,Survey Plan,Ink on bond,Discoloration.
Perkins_13_85,"Somerville, MA",Plan of Estate in Somerville belonging to Lambert M. Maynard,1876-06-19,,"Maynard, Lambert M.","Long, James",Highland Avenue,"Lot plan showing 5,466 sf lot with dimensions and various boundary and fence lines in both black and red ink.  Lines reference Doane's Plan of '78 and ""Richardson's survey 1860-61.""",,,"Elliot, Charles Darwin",,,1006,1 in = 10 ft,42.38667233,-71.09869282,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_86,"Somerville, MA",Estate in Somerville belonging to E.D. Conant.,1876-07-01,,"Conant, Ezra D.",,Florence Street; 46 Pearl Street,Plan showing 3 lots with sf and dimensions with two building footprints.  One lot shows area taken from Conant for Florence Street.,,,"Elliot, Charles Darwin",,,1007,1 in = 20 ft,42.38404427,-71.0826218,1,,1,23 x 15.5,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_87,"Somerville, MA","Plan of Lots in Somerville made for William R. Clark, jr.",1876-12-12,,"Clark, William R., Jr.","Foy, J.; Lake, Alice E.; Purcell, J.",Hawkins Court [Hawkins Street],"Plan showing two lots with dimensions and sf and abutting 6-foot-wide strip of land reserved for passageway. Lists references to other plans, including that of ""Hawkins' estate."" Verso contains draft street layout that has been ""x""ed out with instruction to ""see other side.""",,,"Elliot, Charles Darwin",,,1011,1 in = 8 ft,42.38003746,-71.09816356,1,,1,14 x 20,Survey Plan,Ink on bond,Discoloration.
Perkins_13_88,"Watertown, MA",Plan of Lots in Watertown surveyed for Geo. Myers,1877-01-19,,"Myers, George",,Boyd Street; Galen Street,"Subdivision plan showing 6 lots numbered 5 through 10 with dimensions and sf. States that the plan is ""unfinished brick block of 6 tenements.""  References other plans and notebooks.  Contains separate layers of penned and penciled measurements, including calculation tables.",,,"Elliot, Charles Darwin",,,1013,1 in = 10 ft,42.36001026,-71.18550284,1,,1,19 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_89,"Somerville, MA",Estates in Somerville surveyed for C.E. Randall,1877-02-16,,"Randall, Charles E.","Higgins; Tufts, Charles, estate",Shawmut Street; Shawmut Place (Alston Street); Washington Street,Plan showing 4 lots with dimensions and sf plus footprint of the houses of Mrs. Randall and Mrs. Tufts and of stables.,Abutter Charles Tufts was founder of Tufts University.,,"Elliot, Charles Darwin",,,1015,1 in = 20 ft,42.38082769,-71.0893292,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_90,"Somerville, MA","Land in Somerville surveyed for Benj. R. Rand being the middle third part of lots nos. 25 & 26 shown on ""plan of lots"" in ""belonging to G.W. Coleman"" by W.A. Mason & C. Darwin, Jan. 24, 1872.""",1876-11-17,,"Rand, Benjamin R.",,Summer Street,"Lot plan showing 3,720 sf lot with dimensions and hatched edge of brick wall of a house.  Lot is labelled as being part of lot 25 & 26, both of which abut. Includes misc. notes in pencil.",Location approximate. ,,"Elliot, Charles Darwin",,,1058,1 in = 10 ft,42.38399781,-71.09989472,1,,1,14 x 15,Survey Plan,Ink on bond,Discoloration.
Perkins_13_91,"Somerville, MA",Plan of Levels taken in a Pit near the R.R. Paint Shop for Levi L. Tower.,1876-03-08,,"Tower, Levi L.",Fitchburg Railroad,Bennett Street (Bennett Court),Plan showing grid of levels done in red ink. Includes misc. penciled notes and references.,,,"Elliot, Charles Darwin",,,1059,1 in = 10 ft,42.37747975,-71.09382219,1,,1,16.5 x 14.5,Engineering Drawing,Ink on vellum,Discoloration. Edge damage.
Perkins_13_92,"Somerville, MA",Estate in Somerville owned by Dr. Emory L. White,1879-11-06,,"White, Emory L.","Lambert, Elizabeth D.; Sanborn, Albert L.",Bow Street,"Lot plan showing 5,442 sf lot with dimensions and footprint of Dr. White's house, including brick and window underpinnings, and of a ""shop or shed."" Displays references to notebooks and later plans.","In the 19th century, this section of Bow Street was known as ""doctor's row,"" reflecting the many doctors who lived here.",,"Elliot, Charles Darwin",,,1079,1 in = 10 ft,42.3812016,-71.09741589,1,,1,16.5 x 10,Survey Plan,Ink on bond,Discoloration.
Perkins_14_1,"Arlington, MA","Overlook Park, Arlington Heights, Mass. Owned by J.W. Wilbur.",1911-03-25,,"Wilbur, Jacob Wesley",,Cedar Avenue; Charlotte Street; Florence Avenue; George Street; Hillside Avenue; Oakland Street; Prospect Avenue; Renfrew Street; Rhinecliff Street; Wachusett Avenue; Waverly Street,Subdivision plan showing 26 blocks comprising 385 lots with dimensions and sf.  Includes paragraph describing restrictions related to terms of conveyance.,Wilbur was a prominent real estate broker and developer with offices throughout the country,,"Elliot, Charles Joseph",,,,1 in = 160 ft,42.41565489,-71.18571301,1,,1,23 x 15.5,Survey Plan,Ink on bond,Discoloration.
Perkins_14_2,"Arlington, MA",Plan of Land in Arlington Mass.,1924-07-19,,"Arlington, town of","Boston & Maine Railroad [Minuteman Bike Path]; Coleman, Philip F.",Massachusetts Avenue; Swan Place,"Plan showing one 12,810 sf lot with dimensions and hatched footprints of two structures composed of brick and wood.  Shows a Town of Arlington sewer easement.",,,"Elliot, Charles Joseph",,,,1 in = 16 ft,42.41496529,-71.15224053,1,,1,24 x 17.5,Survey Plan,Ink on vellum,Discoloration.
Perkins_14_3,"East Boston (Boston, MA)",Plan showing boundary line between land of the Heirs of Antonia Vitale and land of Rosalmina DeStefana in East Boston as determined by the Superior Court.,1919-05-09,,"DeStefano, Rosalmina; Vitale, Antonia","DeVito, Philomena; Tirrell, Frederick N.",Cottage Street; 18 - 20 Everett Street; Summer Street; Webster Street,"Preliminary plan showing lots with building footprints, and reference points. Highlights property line related to ""Superior Court"" Decision.  Titles and other text are shown with text baselines and some lines are drawn in red.",,,"Elliot, Charles Joseph",,,,1 in = 8 ft,42.36853252,-71.03540497,1,,1,23 x 15.5,Survey Plan,Ink and pencil on bond,Discoloration. Edge damage.
Perkins_14_4,"Somerville, MA",Plan of Land in Somerville owned by Sarah M. Ham,1911-05-06,,"Ham, Sarah M.",Bell; Dow; Hillson; Simonds; Whitney,Somerville Avenue,"Plan showing one 5,195 sf lot with dimensions and footprint of house and garage.  Shows field notations or corrections in red ink. Note indicates copy mailed to R. Sanborn 5/8/1911.",,,"Elliot, Charles Joseph",,,,1 in = 8 ft,42.3804104,-71.09720352,1,,1,21 x 16,Survey Plan,Ink and pencil on bond,Discoloration.
Perkins_14_5,"Somerville, MA",Plan of Land Somerville owned by the Estate of Joseph A. White. Being the greater part of Lot 13 on plan recorded of Mdx. So. Dist Registry Pl.Bk. 3.Pl. 75 and the greater part of Lot 12 on plan recorded at said Registry Pl.Bk. 40 Pl. 43.,1910-01-22,,"White, Joseph A., estate","Blaikie, Thomas B.; Park, Charles E., trustee; Somerville, City of; Stearns, William, Jr.; Wilson, Joseph F.",Highland Avenue; 150 Hudson Street,"Plan showing one 14,675 sf lot with dimensions and references to lines of fence. Part of lot is divided into lots 12 and 13. Some notations in red ink.",,,"Elliot, Charles Joseph",,,,1 in = 20 ft,42.39202625,-71.11043283,1,,1,23 x 15.5,Survey Plan,Ink on bond,Discoloration. Edge damage.
