Identifier,Latitude,Longitude,Folder,Date,City/Town ,Property Owner ,Survey Title ,Streets ,Neighbors ,Notes,Background Notes ,Material Type,Surveyor 
Perkins_M_T219-4_bp,42.375305,-71.13221,T219 bp,1929-01-05,"Cambridge, MA",,Plan of Land,"Maynard Place, Gibson St","Grace M. Kelley, Jennie M. Beckett, Thomas and Bridget A. Murnane",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T219-4_bp,42.375305,-71.13221,T219 bp,1929-01-05,"Cambridge, MA",,Plan of Land,"Maynard Place, Gibson St","Grace M. Kelley, Jennie M. Beckett, Thomas and Bridget A. Murnane",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T219-5,42.385949,-71.185436,T219,1929-02-01,"Belmont, MA; Waverly, MA",,Plan of Land,"Trapelo Rd, Maple St",,,,,W.A. Mason & Son Co.
Perkins_M_T219-9_bp,42.370169,-71.160325,T219 bp,1929-04-29,"Watertown, MA","Wolfson, Louis",,"Mount Auburn St, Dexter Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T219-9_bp,42.370169,-71.160325,T219 bp,1929-04-29,"Watertown, MA","Wolfson, Louis",,"Mount Auburn St, Dexter Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T22-10,42.393061,-71.119673,T22,1891-05-29,"Somerville, MA","Elston, John",,"Elm St, Windom St, Elston St, Summer St",,great title block,"carpenter and builder, 1889 3 Buckingham, 1890-91 9 Buckingham, 1892 6 Buckingham",,Unknown
Perkins_M_T22-7,42.350271,-71.151023,T22,1889-12-19,"Brighton (Boston, MA)","Cattle Fair Hotel Corp.; Howe, Albert; Lyman; Davenport,S.N.; Learned, E.A.; Winship, J.P.C.; Young, T.J.; Sawyer, H.L.; Mitchell,W.H.; Sparhawk, E.C.",,"Arlington St, Sparkhawk St, Market St, Henshaw St, Bentley St, Menlo St, Wibley St, Winship St, Cambridge St, Bennett St, Washington StSurrey St, Menlo Park","Mrs. Wm. Warren, Sarah H. Osborn, City of Boston, 1st Parish of Brighton","names on lots, Cattle Fair Hotel property",,,Unknown
Perkins_M_T22-8,42.363725,-71.133798,T22,1891-05-16,"Brighton (Boston, MA)","Ellen, Martha J. Callahan",,Western Ave,"Edmund Rice, F.H.Rindge,",shows division of property between Martha and Ellen Callahan as bought from Edmund Rice,,,Unknown
Perkins_M_T22-9,42.363721,-71.133261,T22,1891-06-18,"Brighton (Boston, MA)","Ellen, Martha J.Callahan; Whitten, James O.; Rindge, F.H.",,Western Ave,,"division of properties, deed references, areas, James O. Whitten homestead",,,Unknown
Perkins_M_T220-1_bp,42.372714,-71.121191,T220 bp,1929-02-19,"Cambridge, MA",,Plan of Premises,"Mount Auburn St, Winthrop St",Pieta Club,,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-1_bp,42.372714,-71.121191,T220 bp,1929-02-19,"Cambridge, MA",,Plan of Premises,"Mount Auburn St, Winthrop St",Pieta Club,,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-11_bp,42.358702,-71.114674,T220 bp,1929-07-24,"Cambridge, MA","Maguire, Agnes",,"Memorial Drive, Pleasant St, Florence St","Francis Walker, Fred Ortmann, Henry T. Moulton",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-11_bp,42.358702,-71.114674,T220 bp,1929-07-24,"Cambridge, MA","Maguire, Agnes",,"Memorial Drive, Pleasant St, Florence St","Francis Walker, Fred Ortmann, Henry T. Moulton",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-11_bp,42.358702,-71.114674,T220 bp,1929-07-24,"Cambridge, MA","Maguire, Agnes",,"Memorial Drive, Pleasant St, Florence St","Francis Walker, Fred Ortmann, Henry T. Moulton",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-13_bp,42.363126,-71.171231,T220 bp,1929-07-24,"Watertown, MA","Howes, Ernest W.",,"North Beacon St, Louise St","Helen C. McCue, Flora A. Howes, Arthur C. McCarthy, Mabel M. Hunt",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-14_bp,42.366812,-71.099197,T220 bp,1929-08-23,"Cambridge, MA","Doherty, Hugh; Doherty, Delia F.",,"Worcester St, Columbia St, Norfolk St","St. Mary's Parochial School, Theodore H. Johnson, Emma Bergman",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-15_bp,42.395513,-71.128423,T220 bp,1929-08-28,"Cambridge, MA",Corporation Notre Dame of Cambridge,,"Mass Ave, Massachusetts Ave, Norris St, Rice St","Abigail T. Montgomery, Pietro Iappini, Frank E. Viano, Alice Murray",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-17_bp,42.361045,-71.124496,T220 bp,1929-08-03,"Brighton (Boston, MA)",,Proposed Hopedale St. Extension in Boston Brighton District,"Hopedale St, Windom St, Dedham Parish Highway",,,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-2,42.371259,-71.1105,T220,1929-04-17,"Cambridge, MA",,Plan of Land,"Ellery St, Harvard St",,,,,W.A. Mason & Son Co.
Perkins_M_T220-3_bp,42.364672,-71.20736,T220 bp,1929-02-21,"Watertown, MA",,Plan of Land,Pleasant St,,,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-4_bp,42.366162,-71.083254,T220 bp,1929-04-02,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Binney St, Fifth St, Third St",,,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-6_bp,42.422308,-71.054158,T220 bp,1929-05-16,"Malden, MA","Carrig, James A.",,"Essex St, Henry St, Harvard St","Rose Tobasky, Sarah Koratz",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-8_bp,42.397633,-71.136464,T220 bp,1929-05-21,"Cambridge, MA",Dewey and Almy Chemical Co.,,"Harvey St, Clifton St, Jackson St","Boston & Maine Railroad, Mass. Central Division, Lexington & Arlington Branch",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-8_bp,42.397633,-71.136464,T220 bp,1929-05-21,"Cambridge, MA",Dewey and Almy Chemical Co.,,"Harvey St, Clifton St, Jackson St","Boston & Maine Railroad, Mass. Central Division, Lexington & Arlington Branch",,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-9_bp,42.357608,-71.185307,T220 bp,1929-01-31,"Newton, MA",,Plan of Land,Washington St,,,,blueprint,W.A. Mason & Son Co.
Perkins_M_T220-9_bp,42.357608,-71.185307,T220 bp,1929-02-28,"Newton, MA",,Plan of Land,"Washington St, Centre St",,,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-1,42.336508,-71.055772,T221,1929-08-09,"South Boston (Boston, MA)",Edgar T. Ward & Sons Co.,,"C St, Baxter St, Old Colony Ave, W Eight St",,,,,W.A. Mason & Son Co.
Perkins_M_T221-1_bp,42.336508,-71.055772,T221 bp,1929-08-09,"South Boston (Boston, MA)",Edgar T. Ward & Sons Co.,,"C St, Baxter St, Old Colony Ave, W Eight St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-10,42.359586,-71.134468,T221,1929-07-25,"Brighton (Boston, MA)",,Plan of Land,Holton St,,,,,W.A. Mason & Son Co.
Perkins_M_T221-10_bp,42.359586,-71.134468,T221 bp,1929-07-25,"Brighton (Boston, MA)",,Plan of Land,Holton St,,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-11_bp,42.34717,-71.191143,T221 bp,1929-07-30,"Newton, MA","Giles, George A. ",,"Cabot St, Academy Rd",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-12_bp,42.367244,-71.079558,T221 bp,1929-06-24,"Cambridge, MA",American Net & Twine Co.,,"Second St, Charles St","A. Lualdi, Sanderson Company, Independent Ice Company, Antonio & Marianna Zidora DeCosta",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-14_bp,42.366582,-71.191138,T221 bp,1929-08-23,"Watertown, MA",,Plan of Land,"Pleasant St, Conant Rd, Watertown Sq",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-16_bp,42.375206,-71.143534,T221 bp,1929-02-27,"Cambridge, MA",,Plan of Land,"Mount Auburn St, Boylston St, Brattle Sq",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-17,42.373146,-71.122747,T221,1929-06-12,"Cambridge, MA",,Plan of Premises,Mount Auburn St,Boston Elevated Railway Company,,,,W.A. Mason & Son Co.
Perkins_M_T221-20,42.371116,-71.121089,T221,1929-09-16,"Cambridge, MA",,Sketch of Land,Boylston St,,,,,W.A. Mason & Son Co.
Perkins_M_T221-21_bp,40.770426,-74.213483,T221 bp,1929-09-10,"Belmont, MA",,Plan of Land,"Prospect St, Park Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-22_bp,42.37821,-71.144596,T221 bp,1929-01-14,"Cambridge, MA",,Plan of Land,Fresh Pond Lane,,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-23_bp,42.422352,-71.054104,T221 bp,1929-08-21,"Malden, MA","Carrig, James A.",,"Henry St, Essex St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-24,42.362662,-71.103768,T221,1929-09-24,"Cambridge, MA",,Sketch of Land,Pearl St,,,,,W.A. Mason & Son Co.
Perkins_M_T221-25,42.371422,-71.078614,T221,9999-01-01,"Cambridge, MA",,,"Second St, Gore St, Cambridge St",,,,,W.A. Mason & Son Co.
Perkins_M_T221-26,42.347222,-71.191117,T221,1929-07-30,"Newton, MA","Giles, George A. ",,"Academy Rd, Cabot St",,,,,W.A. Mason & Son Co.
Perkins_M_T221-29,42.355055,-71.104664,T221,1930-01-15,"Cambridge, MA","Hayes, Kenneth L.",,"Amesbury St, Vassar St, Audrey St",Rawson Realty and Construction Co. for General Motors Inc.,,,,W.A. Mason & Son Co.
Perkins_M_T221-3,42.392122,-71.163372,T221,1929-03-14,"Belmont, MA",,Plan of Land,"Becket Rd, Concord Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T221-30_bp,42.38035,-71.13964,T221 bp,1929-12-20,"Cambridge, MA",,Plan of Land,Lakeview Ave,,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-30,42.38035,-71.13964,T221,1930-01-22,"Cambridge, MA","Butcher, Charles",,Lakeview Ave,letter from W.A. Mason to Mr. Charles Butcher,,,,W.A. Mason & Son Co.
Perkins_M_T221-30,42.38035,-71.13964,T221,1930-01-22,"Boston, MA","Humphrey, Clarence B.",,Lakeview Ave,letter from W.A. Mason to Mr. Clarence B. Humphrey,,,,W.A. Mason & Son Co.
Perkins_M_T221-31,42.373169,-71.122817,T221,1929-11-25,"Cambridge, MA",,Plan of Land,"Bennett St, Mount Auburn St",,,,,W.A. Mason & Son Co.
Perkins_M_T221-31_bp,42.373169,-71.122817,T221 bp,1929-11-25,"Cambridge, MA",,Plan of Land,"Bennett St, Mount Auburn St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-32,42.355262,-71.110393,T221,1929-12-05,"Cambridge, MA",,Plan of Land,"Brookline St, Granite St",,,,,W.A. Mason & Son Co.
Perkins_M_T221-32_bp,42.355262,-71.110393,T221 bp,1929-12-14,"Cambridge, MA",,Plan of Land,"Granite St, Brookline St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-34,42.386468,-71.140637,T221,1929-11-19,"Cambridge, MA",,Plan of Land,"Fresh Pond Ave, Concord Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T221-4_bp,42.308221,-71.128449,T221 bp,1929-06-26,"Jamaica Plain (Boston, MA)",,Moss Hill,,location and height of wall between lots 14 and 15,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-5_bp,42.383401,-71.115274,T221 bp,1929-07-01,"Cambridge, MA",,Plan of Premises,Eustis St,,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T221-6,42.389491,-71.1721,T221,1929-06-18,"Belmont, MA",,Plan of Land,"Highland Rd, Cedar St, Fairmont St",,,,,W.A. Mason & Son Co.
Perkins_M_T221-7,42.324579,-71.097722,T221,1929-06-10,"Roxbury (Boston, MA)","Nelson, Arthur T.",,"Centre St, Highland St, Eliot Sq",,,,,W.A. Mason & Son Co.
Perkins_M_T221-8_bp,42.366424,-71.080599,T221 bp,1929-08-03,"Cambridge, MA",,Plan of Premises,Rogers St,"E.P. Sanderson Steel Co., Gridley Baking Co., Conlan",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-1_bp,42.37653,-71.233994,T222 bp,1929-11-20,"Waltham, MA",Standard Oil Company of New York,,Main St,"John H. Clarkson, Edward and Mary Fitzpatrick",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-10_bp,42.36942,-71.173854,T222 bp,1929-09-20,"Watertown, MA",Standard Oil Company of New York,,"Commercial Ave, Bridge St",Metropolitan Coal Company,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-10,42.36942,-71.173854,T222,1929-09-26,"Watertown, MA","Wolfson, Louis",,Mount Auburn St,,,,,W.A. Mason & Son Co.
Perkins_M_T222-10_bp,42.36942,-71.173854,T222 bp,1929-09-26,"Watertown, MA","Wolfson, Louis",,Mount Auburn St,,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-10_bp,42.36942,-71.173854,T222 bp,1941-02-19,"Watertown, MA",,Plan of Land,"Mount Auburn St, Dexter Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-11,42.369963,-71.160341,T222,1929-09-26,"Watertown, MA","Wolfson, Louis",,"Mount Auburn St, Dexter Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T222-12,42.358782,-71.11469,T222,1929-07-24,"Cambridge, MA","Stimpson, Harry F.",,"Pleasant St, Florence St, Memorial Drive","Henry T. Moulton, William F. Kettle, Francis Walker",,,,W.A. Mason & Son Co.
Perkins_M_T222-13_bp,42.39505,-71.109545,T222 bp,1929-12-09,"Somerville, MA",,Plan of Land,"Clyde St, Newman Place, Cedar St","Catherine Cronin and Margaret Cronin, Rosa Fasciano, Salvatore Fasciano, Ux Salvatore Maria Salemme",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-14,42.276729,-71.416792,T222,9999-01-01,"Framingham, MA","Giles, G.R. ",,"Waverly St, Hollis St, Irving St, Concord St, Gordon St",,,,,Unknown
Perkins_M_T222-14,42.276729,-71.416792,T222,9999-01-01,"Framingham, MA","Giles, G.R. ",,"Waverly St, Hollis St, Irving St, Concord St, Gordon St",,,,,Unknown
Perkins_M_T222-3_bp,42.36621,-71.186106,T222 bp,1929-12-26,"Watertown, MA",,Plan of Land,"Pleasant St, Main St","Union Market National Bank, Watertown Savings Bank, Herbert O. Townsend, Watertown Cooperative Bank, Watertown Savings Bank",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-4_bp,42.385446,-71.132559,T222 bp,1930-01-20,"Cambridge, MA",,Plan of Premises,"Walden St, Garden St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-4_bp,42.385446,-71.132559,T222 bp,1934-10-05,"Cambridge, MA",,Plan of Premises,"Walden St, Garden St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-5_bp,42.405464,-71.130912,T222 bp,1930-01-18,"Somerville, MA",Standard Oil Company of New York,,"Victoria St, Broadway","Catherine A. and Victor E. Gorman, Mary J. Sheehan",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-6_bp,42.367026,-71.082986,T222 bp,1929-09-30,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Bent St, Fifth St, Third St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-6_bp,42.367026,-71.082986,T222 bp,1929-10-03,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Bent St, Fifth St, Third St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-6_bp,42.367026,-71.082986,T222 bp,1929-10-03,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Bent St, Fifth St, Third St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-7_bp,42.366234,-71.083233,T222 bp,1929-10-23,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Binney St, Fifth St, Third St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T222-8,42.37718,-71.141313,T222,1929-10-29,"Cambridge, MA","Corcoran, Anna F.; Corcoran, Paul R.",,"Fresh Pond Parkway, Grozier Rd",,,,,W.A. Mason & Son Co.
Perkins_M_T222-9_bp,42.372987,-71.081414,T222 bp,1929-11-01,"Cambridge, MA",Standard Oil Company of New York,,"Northern Artery, Fourth St","Resisto Pipe and Valve Co., Barney and Mary Chapper, Julia G. Dorgan, Walter L. Reardon",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-10,42.369123,-71.077622,T223,1930-08-26,"Cambridge, MA","Irving; Casson; Freedman, Isaac",,"First St, Thorndike St",,,,,W.A. Mason & Son Co.
Perkins_M_T223-11_bp,42.373625,-71.120135,T223 bp,1930-03-27,"Cambridge, MA",,Plan of Land,"Brattle St, Palmer St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-13_bp,42.366852,-71.107324,T223 bp,1929-03-31,"Cambridge, MA",,Plan of Land,"Vernon St, Green St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-13_bp,42.366852,-71.107324,T223 bp,1930-03-31,"Cambridge, MA",,Plan of Land,"Vernon St, Green St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-14,42.372943,-71.121073,T223,1930-05-14,"Cambridge, MA","Hadley, Thomas",,Brattle Sq,,,,,W.A. Mason & Son Co.
Perkins_M_T223-14,42.372943,-71.121073,T223,1930-05-15,"Cambridge, MA","Hadley, Thomas",,Brattle Sq,,,,,W.A. Mason & Son Co.
Perkins_M_T223-15,42.382906,-71.079108,T223,1930-06-01,"Charlestown (Boston, MA)",Reliance Cooperative Bank,,"Parker St, Perkins St",,,,,W.A. Mason & Son Co.
Perkins_M_T223-19_bp,42.377596,-71.130424,T223 bp,1930-02-14,"Cambridge, MA",,Plan of Land,"Brattle St, Sparks St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-2_bp,42.383156,-71.115993,T223 bp,1930-04-23,"Cambridge, MA","Macklin, Mary A.",,"Oxford St, Crescent St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-21_bp,42.371235,-71.079344,T223 bp,1930-06-01,"Cambridge, MA","Goncalves, Antonio",,Cambridge St,"James G. Ferguson, New England Lodge Association",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-23,42.395521,-71.141753,T223,1930-08-18,"Cambridge, MA",American Oil Company,,"Alewife Brook Parkway, Rindge Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T223-24_bp,42.368628,-71.10881,T223 bp,1930-08-25,"Cambridge, MA",Standard Oil Company of New York,,Hancock St,"Louis Distafano and Simon Myerson, Otto N. and Ellen Frank, Samuel Katz, Helen A. Stearns, Fannie Learner, Arthur T. Nelson",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-25_bp,42.36644,-71.083195,T223 bp,1922-05-06,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Third St, Fifth St, Bent St, Rogers St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-26,42.370042,-71.093543,T223,1930-09-06,"Cambridge, MA","Glassman, Annie",,Webster Ave,,,,,W.A. Mason & Son Co.
Perkins_M_T223-3,42.365215,-71.082053,T223,1930-05-01,"Cambridge, MA",,Plan of Land,"Binney St, Munroe St, Third St",,,,,W.A. Mason & Son Co.
Perkins_M_T223-5_bp,42.415501,-71.17512,T223 bp,1929-04-01,"Arlington, MA",,Subdivision,"Hawthorne Ave, Pine Ridge Rd",,blueprint,,blueprint,"Keane, J.M."
Perkins_M_T223-7_bp,42.374208,-71.12471,T223 bp,1930-05-20,"Cambridge, MA",,Plan of Premises,"Mount Auburn St, Hilliard St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T223-8,42.371489,-71.078593,T223,1930-04-30,"Cambridge, MA",General Ice Cream Corporation,,"Gore St, Second St","Guiseppe and Michela Consolazio, Mary M. Dymond, Thomas L. Dymond,",,,,W.A. Mason & Son Co.
Perkins_M_T224-1,42.367133,-71.085014,"T224, T231",1928-11-17,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Rogers St, Bent St Sixth St, Fifth",letter to W.A. Mason & Son Co. from legal dept. Worthington Pump and Machinery Corp. regarding land recently sold to Anton Finkl,,,,W.A. Mason & Son Co.
Perkins_M_T224-1,42.367133,-71.085014,"T224, T231",1928-11-21,"Cambridge, MA",Worthington Pump & Machinery Corp.,,"Rogers St, Bent St Sixth St, Fifth",sketch of lots between 5th St. Bent St. Rogers St. 6th St.,,,,W.A. Mason & Son Co.;  Charles A. Mason
Perkins_M_T224-11_bp,42.364347,-71.078238,T224 bp,1931-05-19,"Cambridge, MA",,Plan of Land,Commercial Ave,: National Casket Company,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T224-13_bp,42.364775,-71.099331,T224 bp,1931-05-23,"Cambridge, MA",,Plan of Land,"Columbia St, Austin St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T224-15_bp,42.373154,-71.098591,T224 bp,1930-11-19,"Cambridge, MA",Standard Oil Company of New York,,"Cambridge St, Prospect St","Charles S. Cahill, Manuel S. Dias, Annie M. Keller, Basil J. Parris, Samuel P. Andlerman",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T224-16,42.33121,-71.053272,"T224, T231",1930-09-16,"South Boston (Boston, MA)",,Plan of Land,"Old Colony Ave, Dorchester Ave, C St",,,,,W.A. Mason & Son Co.
Perkins_M_T224-17_bp,42.361707,-71.10387,T224 bp,1930-12-05,"Cambridge, MA","Bova, Frank",,"Watson St, Lopez St, Brookline St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T224-18,42.37588,-71.158115,"T224, T231",1931-02-25,"Watertown, MA",American Oil Company,,"Belmont St, Arlington St",The Boston Consolidated Gas Company,,,,W.A. Mason & Son Co.
Perkins_M_T224-20_bp,42.379811,-71.094761,T224 bp,9999-01-01,"Somerville, MA",,Plan of Premises,"Sanborn Court, Washington St, Union Sq, Stone Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T224-21_bp,42.367256,-71.106353,T224 bp,1930-10-10,"Cambridge, MA","Clarke, Inez L.",,"Bigelow St, Mass Ave, Massachusetts Ave, Clinton St, Harvard St",Joseph G. and Eleanor Frances Andrews,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T224-23,42.337575,-71.068137,"T224, T231",1947-12-05,"Boston, MA",,,"Albany St, East Canton St, Thorn St, Andrews Place, East Dedham St","Globe Knitting Mills Inc., Aaron Slotnick, E.D. Birdsey, Maurice Gordon, Leo Gordon, Francis X. McNally, Diana Spevack",,,,W.A. Mason & Son Co.
Perkins_M_T224-23,42.337575,-71.068137,"T224, T231",1947-12-05,"Boston, MA",,,"Albany St, East Canton St, Thorn St, Andrews Place, East Dedham St","Globe Knitting Mills Inc., Aaron Slotnick, E.D. Birdsey, Maurice Gordon, Leo Gordon, Francis X. McNally, Diana Spevack",,,,W.A. Mason & Son Co.
Perkins_M_T224-24,42.359008,-71.10108,"T224, T231",1930-10-03,"Cambridge, MA",,,"Albany St, Waverly St","Simplex Wire & Cable Company, Wetherell Brothers Company, Harry F. Stimpson, Wheelock Lovejoy Co. Inc., Boston Structural Steel Company",,,,W.A. Mason & Son Co.
Perkins_M_T224-24_bp,42.359008,-71.10108,T224 bp,1930-10-03,"Cambridge, MA",,,"Albany St, Waverly St","Simplex Wire & Cable Company, Wetherell Brothers Company, Harry F. Stimpson, Wheelock Lovejoy Co. Inc., Boston Structural Steel Company",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T224-27_bp,42.378606,-71.138223,T224 bp,1930-09-26,"Cambridge, MA","Gates, Frederick L.; Gates, Dorothy Olcott",,"Fayerweather St, Reservoir St,","Frances Adams Halstead, Helen Evans Hale, Emma Lane Ward, Julian Lovell Coolidge",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T224-28,42.399122,-71.137247,"T224, T231",1931-03-04,"Cambridge, MA",,Plan proposed driveway and connection with Alewife Brook Parkway for New England Brick Co. and Presto-Lite Co.,"Concord Ave, Mass Ave, Massachusetts Ave, Alvewife Brook Parkway",,,,,W.A. Mason & Son Co.
Perkins_M_T224-3,42.373617,-71.101177,"T224, T231",1931-01-31,"Cambridge, MA",,filling station at the corner of Antrim and Cambridge Streets,"Antrim St, Cambridge St","Charles H. Montague, City of Cambridge, Timothy F. Hanlon Realty Trust",,,,Unknown
