identifier,fw_group,city_town,survey_title,date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,surveyor_no,fw_ref,scale,latitude,longitude,form_genre,no_sheets,pieces,sides,dimensions_in,material,condition_notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1517,Dana Estates,"Cambridge, MA",Plan of a part of the James Otis Estate in Cambridgeport. [Plan B],1889-01-11 (Copied) ,,"Dana, heirs; Osborn, D.; Otis, James, estate of;",Albany Street; Smart Street; State Street,"Subdivision plan showing lots spread over multiple blocks as well as proposed additions of Auburn, Franklin, and Green Streets. Lots display dimensions and sf. Edit indicates based on Mason plan.",,Middlesex South Unindexed Plan Bk/Pg 28/8,"Mason, W.A. (Copied by V.D.)",,C-1517-P,,1 in = 40 ft,42.3625053,-71.0961,Survey Plan,1,,1,11.5 x 23.5,Pencil on trace,Edge damage. Discoloration. Fading. Tears.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1518,Dana Estates,"Cambridge, MA",Public Property of the City of Cambridge,(Copied),City of Cambridge,"Dana, estate of; Eames, James H.; Hannum; Otis, estate of; Sawyer; ",Auburn Street; Sydney Street,Copy of plan showing 2 lots with dimensions and sf. Displays tail end of canal with location of sewer outlet. Note indicates copied at City Hall.,,,(Copied by W.W.),,C-1518-P,,1 in = 20 ft,42.36134183,-71.1013,Survey Plan,1,,1,24 x 19,Pencil on trace,Buckling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1519,Dana Estates,"Cambridge, MA",Plan of a part of the James Otis Estate in Cambridgeport. {Plan B],1875-05-20 (Copied 1889-01-17),,"Cambridge, City of; Hannum, L. N.; St. Clair, John M.; Savage, D.; Sawyer, J. S.; Smart, D. W.;",Blanche Street; Front Street {Massachusetts Avenue],"Subdivision plan showing 25 lots spread over multiple blocks as well as proposed additions of Auburn, Franklin, and Green Streets. Lots display dimensions and sf.",,,"Mason, W.A. (Copied by N.D.)",,C-1519-P,,1 in = 40 ft,42.36158977,-71.1002,Survey Plan,1,,1,23 x 15,Pencil on trace,Edge damage. Discoloration. Fading. Tears.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1520,Alvin Adams Estate Plans,"Watertown, MA",Profile of School Street Extension,1889-09-06,,Railroad,Mount Auburn Street; School Street; Walnut Street,Street profile showing elevation points of street at set intervals. Displays dimensions and lines for east and west sides; some dimensions underscored in red pencil. Note indicates copied at the Watertown Town Hall.,See Fuller Whitney plans for various Watertown locations near School Street.,,Town of Watertown (Copied by W.F. Warren),,C-1520-P,,Horiz: 1 in = 40 ft; Vert: 1 in = 80 ft,42.36765096,-71.1658,Engineering Drawing,1,4,1,17 X 67,Pencil on trace,Edge damage. Multiple folds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1521,,"South Boston (Boston, MA)","Copy of Part of Plate A, Bromley Atlas, Vol. 4",(Copied 1889-10-17),,New York and New England Railroad; Old Colony Railroad;,Dorchester Avenue,"Street layout showing large lot between railroad tracks and Fort Point Channel. Various buildings labelled as car shop, foundry, engine house, machine shop. Two are shaded in red per source atlas.",,,"Bromley, G.W. (Copied by H.M.)",G.W. Bromley & Co.,C-1521-P,,1 in = 100 ft,42.3387256,-71.0573,Map,1,,1,9 x 13,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1522,,"South Boston (Boston, MA)","Copy of Part of Plate B, Bromley Atlas, Vol. 4",(Copied 1889-10-17),,"Alger, Cyrus, estate and heirs; New York and New England Railroad; Old Colony Railroad;",B Street; Dorchester Avenue; West Seventh Street; West Sixth Street,"Street layout showing multiple blocks; Alger lots have hatched building footprints. Note indicates ""bldgs were shaded in yellow.""","Cyrus Alger owned a major iron foundry, South Boston Iron Company, in South Boston.",,"Bromley, G.W. (Copied by H.M.)",G.W. Bromley & Co.,C-1522-P,,1 in = 100 ft,42.33856858,-71.0569,Map,1,,1,12 x 12,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1523,,"South Boston (Boston, MA)","Copy of Part of Plate C, Bromley Atlas, Vol. 4",(Copied 1889-10-17),,"Alger, Cyrus, estate and heirs; Eaton, William, saw and planing mill; Norway Iron Works",Dorchester Avenue,"Street layout showing multiple blocks; Some buildings colored in red. Note indicates ""bldgs etched were in yellow in the atlas.""","Cyrus Alger owned a major iron foundry, South Boston Iron Company, in South Boston.",,"Bromley, G.W. (Copied by H.M.)",G.W. Bromley & Co.,C-1523-P,,1 in = 100 ft,42.33826366,-71.0574,Map,1,,1,11.5 x 10,Pencil on trace,Edge damage. Discoloration. Tears.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1524,Boston Harbor Wharves,"South Boston Waterfront (Boston, MA)",[Untitled - Central Wharf and India Street at Atlantic Avenue],1889-09-04 (Copied 1889-10-24),Proprietors of Central Wharf; Proprietors of India Wharf,,Atlantic Avenue; Bread Street [Franklin Street]; Broad Street; Central Wharf [Milk Street]; Custom House Street; India Street; India Square [Defunct]; Purchase Street; Wharf Street,"Multi-block plan showing 6 lots, tow of which display hatching shading, dimensions, and sf. One lot shows dashed line of new building.",See Fuller Whitney studies for Central Wharf.,,"Ellis, S.C. (Copied by Porter, A. L.)",,C-1524-P,,1 in = 40 ft,42.35840914,-71.0525,Survey Plan,1,2,1,24 x 24,Pencil on trace,Edge damage. Discoloration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1525,,"Boston, MA","Land in Boston, Mass.",1889-01-01 (Copied 1889-06-01),,"Brown, Joseph T.; Frothingham Estate; Laforine, J. A. (Trustee)",Bedford Street; Washington Street; Suffolk Place [Defunct],Plot plan showing one line with thick walls outlined in red pencil. Displays dimensions and sf. Two pieces of tape have discolored and obscured contents. Note indicates copied from a tracing.,"In the 19th century, Bedford Street extended to Washington Street. Per urban atlases, lot belonged to Sarah S. Whitney. Ernest Bowditch was a landscape gardener and surveyor who collaborated with the Olmsted Brothers.",,"Bowditch, Ernest W. (Copied by J.L.)",,C-1525-P,,1 in = 4 ft,42.35405236,-71.061,Survey Plan,1,4,1,23.5 x 48.5,Pencil on trace,Edge damage. Discoloration. Multiple folds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1526,,"Brighton (Boston, MA); Chestnut Hill (Boston, MA)","[Untitled - Brooks, Everett, Faneuil, Newton Streets]",1887-10-01 (Copied 1889-10-11),,Boston & Albany Railroad,Bigelow Street; Brooks Street; Everett Street [Dunby Street]; Faneuil Street; Newton Street; Webster Street,"Plan showing multiple blocks of lots, several with sf. One block shows lots numbered 18 thru 23.","Plan shows a subset of the development shown in the Whitman, Breck 1887 plan.",Suffolk Unindexed Plan Bk/Pg 1815/999,Whitman & Breck (Copied by H.M.),,C-1526-P,,1 in = 100 ft,42.35245086,-71.164,Survey Plan,1,,1,8.5 x 14.5,Ink on vellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1527,,"Brighton (Boston, MA); Chestnut Hill (Boston, MA)",Part of Brighton Ward 25,1885-01-01 (Copied 1889-10-11),,"Boston & Albany Railroad; Green, D. P.; Hassam, John.; Simonds, David; Stark, David; Wood, W.",Brooks Street; Newton Street,Portion of urban atlas plan showing layout of two blocks of lots with selected names and sf. Indicates copied from Plate N of 1885 Bromley Atlas.,,,"Bromley, George W. (Copied)",,C-1527-P,,1 in = 200 ft,42.35642305,-71.1626,Map,1,,1,10.5 x 10.5,Ink on vellum,Stains.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1528,,"Brighton (Boston, MA); Chestnut Hill (Boston, MA)","Plan of Building Lots in Newton belonging to George W. Gerrick, Esq.",1871-01-01 (Copied 1889-10-15),,,Brooks Street; Everett Street [Dunby Street]; Faneuil Street; Jackson Square [Defunct],Subdivision plan showing 11 lots numbered 142 thru 152 with dimensions and sf. Indicates based on Middlesex Registry Plan Book/Page 18/60.,,,"Whitman, H. J. (Copied)",,C-1528-P,,1 in = 100 ft,42.35245086,-71.164,Survey Plan,1,,1,9.5 x 10,Pencil on trace,Buckling. Tears.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1529,,"Brighton (Boston, MA); Chestnut Hill (Boston, MA)","[Untitled - Brooks, Everett, Faneuil Streets]",1889-10-16,,"Allen, S.B.; Bates, Joseph; Crane, Charles H. ; Daniels, D.H.: Hassam, John; Johnston, H.S.; ",Brooks Street; Everett Street [Dunby Street]; Faneuil Street; Jackson Square [Defunct],Subdivison plan showing block of lots. Half of the lots display sf and owner names. Indicates taken from Bromley Atlas Plate N as found in the Suffolk Registry.,Appears to be facsimile of portion of 1885 Bromley map for Brighton as shown in Atlascope.,,"Bromley, George W. (Copied)",,C-1529-P,,1 in = 200 ft,42.35245086,-71.164,Survey Plan,1,,1,6 x 10,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1530,,"Brighton (Boston, MA); Chestnut Hill (Boston, MA)",Plan of 82 Building Lots in Brighton Court on 48 Acres of the Parkinson Farm,1858-12-20 (Copied 1889-10-15),,,Brooks Street; Everett Street [Dunby Street]; Faneuil Street,Subdivision plan showing lots no. 24 thru 30 and 80 thru 82. Displays dimensions and sf. Indicates copies from registry plan.,,,"Cunningham, P.",,C-1530-P,,1 in = 100 ft,42.35245086,-71.164,Survey Plan,1,,1,9.5 x 12,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1531,,"North End (Boston, MA)","[Untitled - Cross, Hanover, and North Centre Streets]",1869-07-26,,"Adams, Edwards; Codman, John, heirs; Eames, John; Edwards; Eliot, Frederick; George A.; Henry, Mary F., Nathaniel G.; Flagg, Dennis; Harris; Howe, Thomas; Massachusetts Central Hospital; Minot; Wakefield, Cyrus",Cross Street; Hanover Street; North Centre Street [Defunct],"Plan showing multiple lots on west half of city block. Some feature dimensions, sf, and owners' names. Several lots are shaded in red. Note indicates copy of part plan from City Surveyor's Office, L-479.",,,Boston City Surveyor (Copied by F.P.C.),,C-1531-P,,1 in = 20 ft,42.36257296,-71.0558,Survey Plan,1,2,1,19 X 12,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1532,,"North End (Boston, MA)",[Untitled - Hanover Street],1828-07-26 (Copied 1868-09-01),,"Adams, Edwards; Codman, John, heirs; Eames, Samuel; Edwards; Eliot, Fred, George A., Henry, Mary F., Nathaniel G. Eliot",Hanover Street,"Plan showing multiple lots fronting Hanover Street. Four lots belonging to Eliots number 2 thru 5. Selected lots show dimensions and sf. Block outlined in red. Note indicates copy of plan from City Surveyor's Office, S-333 and was compared with registry version, done by Alex Wadsworth. Red pencil edits indicate Charlotte Harris and Wiliam Minot were trustees.","Suffolk Registry contains multiple versions of plan; one version displays note indicating plan done related to estate of Ephriam Eliot, a noted Boston pharmacist.",Suffolk Unindexed Plan Bk/Pg 331/999,"Wadsworth, Alexander, Boston City Surveyor (Copied by F.P.C.)",,C-1532-P,,1 in = 10 ft,42.36257296,-71.0558,Survey Plan,1,2,1,24 x 19,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1533,,"North End (Boston, MA)","[Untitled - Cross, Hanover, and North Centre Streets]",1869-11-08,,"Eames, J.; Eliot, Frederick W.; Harris, R.D.; Hurd, John R.; Ross, M.D; Wakefield, C.;",Cross Street; Hanover Street; North Centre Street [Defunct],"Plan showing multiple lots on west half of city block. Some feature dimensions, sf, and owners' names. Several lots have sf underlined. Note indicates copy of part plan from City Surveyor's Office, M-288.",,,Boston City Surveyor (Copied by F.P.C.),,C-1533-P,,1 in = 20 ft,42.36257296,-71.0558,Survey Plan,1,2,1,12 x 18.5,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W66_C1534,,"Boston, MA",[Untitled - Brattle and Court Streets],1836-04-05 (Copied 1889-12-03),,"Fifty Associates; Francis, L.",Brattle Street [Defunct]; Court Street; Market or Cornhill [Defunct],"Subdivision plan showing three lots labelled ""contents"" with dimensions and sf with abutting passageway. Lots are outlined in red. Note indicates copied from original at office of L.W. Cotting.",,,"Wadsworth, Alexander (Copied by J.L.)",,C-1534-P,,1 in = 10 ft,42.36053386,-71.0599,Survey Plan,1,,1,10 x 12,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1535,,"Boston, MA",[Untitled - Brattle and Court Streets],1860-09-25 (Copied),,Whittemore,Brattle Street [Defunct]; Court Street,Lot plan showing one lot abutted by passageway with dimensions and sf. Edit contains note re adjacent lot having lease about 1838.,,,"Wadsworth, Alexander (Copied)",,C-1535-P,,Scale not given,42.36053386,-71.0599,Survey Plan,1,,1,6.5 x 7,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1536,,"Boston, MA",Coy of Plan of Land on Bedford Street,1865-01-05,Atkins; Downes; Stones; Wheeler,,Bedford Street,"Plan showing three lots, with dimensions, sf, and owners' names. Edit notes indicate plan copied at Nathaniel Bradley's office by Wadsworth and then at City Engineer's office. Indicates proposed new line of street.",This section of Bedford Street has been replaced by a shopping complex.,,"Wadsworth, Alexander (Copied)",,C-1536-P,,1 in = 10 ft,42.35394981,-71.0609,Survey Plan,1,,1,11 x 13.5,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1537,,"North End (Boston, MA)",[Untitled - Hanover Street - Copied from Original],1855-07-13,,"Fifty Associates; Hudson, John, heirs; Lothrup, S.; Perkins, M.; Raymond",Hanover Street,"Plan showing two lots, entry through wooden building, with dimensions and sf and indications of material (brick versus wood). SF listed as ""contents.""",,,"Fuller, J. Franklin (Copied by Fuller, J. Franklin)",,C-1537-P,,1 in = 10 ft,42.3632671,-71.0551,Survey Plan,1,,1,9.5 x 12,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1539,,"Roxbury (Boston, MA)","[Part of Plan - Land in Roxbury belonging to J. P. Fuller & B. P. Oliver, heirs",1849-12-28 (Copied 1889-11-09),"Fuller, J.P.; Oliver, B. P. ",,Station Street; Tremont Street,Plan showing layout of three lots abutting railroad station with assignments to Fuller and Oliver. Includes dimensions and sf. Edit indicates plan copied at T.F. Fuller's office.,,,"Fuller, J. Franklin (Copied)",,C-1539-P,,1 in = 50 ft,42.33150881,-71.0961,Survey Plan,1,,1,12 x 8,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1540,,"Roxbury (Boston, MA)","[Part of Plan - Land in Roxbury belonging to J. P. Fuller & B. P. Oliver, heirs",(Copied 1889-11-09),,"Benson; Boston, City of; Roxbury Station",Station Street; Tremont Street,"Plan showing layout of block surrounding railroad station. Includes dimensions and sf. Edit indicates plan made by J.F. Full to convey by. One lot indicates ""City to widen street.""",,,"Fuller, J. Franklin (Copied)",,C-1540-P,,1 in = 20 ft,42.33150881,-71.0961,Survey Plan,1,,1,12 x 9,Pencil on trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1541,,"Roxbury (Boston, MA)",[Untitled - Tremont Street],1888-10-10 (Copied 11/7/1889),,"Bates College, trustees of; Boston & Providence Corp.; Boston & Providence Railroad; Roxbury Station",Tremont Street,"Plan showing lot with dimensions and sf; border is shaded pink; border of Roxbury Street shaded blue. Penciled edits indicate adjustments to sf. Shows railroad track and ""outward track.""",,,"Minot, S. L. (Copied by ?)",,C-1541-P,,1 in = 10 ft,42.33150881,-71.0961,Survey Plan,1,2,1,23.5 X 8,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1542,,"South Boston (Boston, MA)",[Untitled - D Street],1855-06-06,,"Clapp, Amasa",D Street; Quincy Street [Defunct]; West Fifth Street; West Sixth Street; Quincy Street [Defunct],"Subdivision plan showing Lots numbered 1 thru 9 with dimensions and sf. Is excerpt of referenced registry plan, which displays more lots and owners between Sixth and Seventh Street.",,Suffolk Unindexed Plan Bk/Pg 767/303,"Wadsworth, Alexander (Copied)",,C-1542-P,,1 in = 50 ft,42.33577244,-71.0546,Survey Plan,1,,1,14.5 x 11.5,Pencil on trace,Edge damage. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1543,,"South Boston (Boston, MA)",Plan of Building Lots in South Boston owned by Frederick H. Flynn.,1858-05-07,,"Deblois, S.G.",D Street; Eighth Street; Seventh Street,"Subdivision plan showing Lots numbered 3 thru 37 on multiple blocks with dimensions and sf. Note in purple ink says ""Now Baxter (2)""[?] Is excerpt of referenced registry plan, which displays more lots and owners along Seventh Street.",Baxter Street was laid out in 1868; was improperly known as Eighth Street; the street now known as Eighth was extended at this time.,Suffolk Unindexed Plan Bk/Pg 737/1,"Wilson, Walter M. (Copied by H.M.)",,C-1543-P,,1 in = 30 ft,42.33577244,-71.0546,Survey Plan,1,,1,10 x 8,Pencil on ruled bond paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1544,,"Boston, MA",[Untitled - West Chester Park],1889-06-11 (Copied),,"Brand and Soule; Graffam, Peter",West Chester Park [Massachusetts Avenue],"Plan showing 5 lots labelled F, G, H, I, J with building footprints and abutting passageways. Displays dimensions and sf. Contains pencil and ink edits about calculations and dashed and hatched centerlines of partition walls.",,Suffolk Unindexed Plan Bk/Pg 1877/999,"Ellis, S.C. (Copied by H. M.)",,C-1544-P,67.5,1 in = 20 ft,42.34390332,-71.0858,Survey Plan,1,,1,10 x 8,Pencil on ruled bond paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1545,,"Boston, MA",[Untitled - Bowker and Sudbury Streets],1889-09-09 (Copied 1889-12-12,Boston Real Estate Trust,"Hicks, Samuel D.; Robbins, John M.",Bowker Street; Sudbury Street,"Lot plan showing dimensions and ""proposed line of Sudbury Street"". Two sides show red filled ""brick wall.""",,,Aspinwall & Lincoln (Copied by H.M.),,C-1545-P,,1 in = 8 ft,42.36188472,-71.0599,Survey Plan,1,,1,10 x 8,Ink on ruled bond paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1546,,"Boston, MA",[Untitled - Newbury Street],1889-05-21 (Copied),,,Dartmouth Street; 154 - 158 Newbury Street; Public Alley 440,"Subdivision plan showing Lots A, B, C. Shows dimensions, sf, hatched building outlines, and abutting passageway. Copy of registry version but with edits indicating area sf must be wrong.",,Suffolk Unindexed Plan Bk/Pg 1876/999,"Ellis, S.C. (Copied by H. M.)",,C-1546-P,,1 in = 20 ft,42.35066216,-71.0783,Survey Plan,1,,1,10 x 8,Ink on ruled bond paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perkins_W67_C1547,Ellis Estate,"Roxbury (Boston, MA)","Plan of a portion of Lot 24 as shown on a ""Plan of the Ellis Estate, Boston Highlands,"" drawn by Fuller & Whitney dated Sep. 5, 1884.",1889-09-14 (Copied 1889-11-13),"Ellis, Maria M., estate of",Karp,Fulda Street,"Lot plan showing portion of Lot 24 (abutting Lot 23) showing dimensions, sf, and face of bank wall. Is a copy of a copy of a section of a plan done by Fuller Whitney.",,Suffolk Unindexed Plan Bk/Pg 1898/383,"Moses, H.H., based on full plan by Fuller & Whitney (Copied by H.M.)",,C-1547-P,,1 in = 10 ft,42.3231539,-71.0924,Survey Plan,1,,1,10 x 8,Pencil on ruled bond paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
